StoredProcedure|Path|LineNumber|Line

spGetCalendarData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCalendarData.sql|5|CREATE PROCEDURE [unused].[spGetCalendarData] @storeID int, @inMonth int, @inYear int  AS

spGetCashDrawersData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCashDrawersData.sql|5|CREATE PROCEDURE   [unused].[spGetCashDrawersData]  @storeID int, @drawerID int AS

spGetCategoryData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCategoryData.sql|5|CREATE PROCEDURE  [unused].[spGetCategoryData] @storeID int, @categoryID int  AS

spGetCategoryName|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCategoryName.sql|6|CREATE procedure [unused].[spGetCategoryName] 

spGetCatgList|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCatgList.sql|5|CREATE PROCEDURE  [unused].[spGetCatgList]  @storeID int  AS

spGetCCBatchLog|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCCBatchLog.sql|5|CREATE PROCEDURE [unused].[spGetCCBatchLog] @storeID int, @dtStart smalldatetime, @dtEnd smalldatetime  AS

spGetCCBatchLogDuplicate|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCCBatchLogDuplicate.sql|6|CREATE procedure [unused].[spGetCCBatchLogDuplicate]

spGetCCBatchLog|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCCBatchLogDuplicate.sql|6|CREATE procedure [unused].[spGetCCBatchLogDuplicate]

spGetCommissionAgentsData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCommissionAgentsData.sql|5|CREATE PROCEDURE   [unused].[spGetCommissionAgentsData]  @storeID int, @agentID int AS

spGetCommissionLogNBNP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCommissionLogNBNP.sql|5|CREATE PROCEDURE [unused].[spGetCommissionLogNBNP] @storeID int, @dtStart smalldatetime, @dtEnd smalldatetime  AS

spGetCompID|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCompID.sql|5|CREATE PROCEDURE  [unused].[spGetCompID]  AS

spGetComponentID|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetComponentID.sql|5|CREATE PROCEDURE [unused].[spGetComponentID] @ComponentName varchar(50) AS

spGetCreditCardDefaultBankAccount|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCreditCardDefaultBankAccount.sql|5|CREATE PROCEDURE  [unused].[spGetCreditCardDefaultBankAccount]

spGetCurrentATMData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCurrentATMData.sql|5|CREATE PROCEDURE [unused].[spGetCurrentATMData] @storeID int, @reportDate smalldatetime AS

spGetCurrentMOData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetCurrentMOData.sql|5|CREATE PROCEDURE [unused].[spGetCurrentMOData]  @storeID int, @reportDate smalldatetime  AS

SPGetEmployeeFingerPrint|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGetEmployeeFingerPrint.sql|5|CREATE PROCEDURE [unused].[SPGetEmployeeFingerPrint]

SPGetEmployeeList|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGetEmployeeList.sql|5|CREATE PROCEDURE  [unused].[SPGetEmployeeList]

spGetFoodStampsDetails|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetFoodStampsDetails.sql|5|CREATE PROCEDURE [unused].[spGetFoodStampsDetails]  @storeID int ,@dtStart smallDateTime AS

spGetGallonsInTank|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGallonsInTank.sql|5|CREATE PROCEDURE [unused].[spGetGallonsInTank] @storeID int

spGetGallonsInTank|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGallonsInTank_BP.sql|5|CREATE PROCEDURE [unused].[spGetGallonsInTank_BP]  @storeID int AS

spGetGallonsInTank_BP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGallonsInTank_BP.sql|5|CREATE PROCEDURE [unused].[spGetGallonsInTank_BP]  @storeID int AS

spGetGlobalProperties|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGlobalProperties.sql|5|CREATE PROCEDURE [unused].[spGetGlobalProperties] @storeID int  AS

spGetGroceryCategories|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGroceryCategories.sql|5|CREATE PROCEDURE [unused].[spGetGroceryCategories] @storeID int, @dtStart smalldatetime, @dtEnd smalldatetime  AS

spGetGroceryItems|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGroceryItems.sql|5|CREATE PROCEDURE   [unused].[spGetGroceryItems]  @storeID int  AS

spGetGrocInvAdjCategories|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGrocInvAdjCategories.sql|5|CREATE PROCEDURE  [unused].[spGetGrocInvAdjCategories] @storeID int, @adjType int   AS

spGetGrocSummary|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGrocSummary.sql|5|CREATE PROCEDURE  [unused].[spGetGrocSummary] @storeID int, @startDate smalldatetime, @endDate smalldatetime  AS

spGetGrocSummary|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGrocSummary1.sql|5|CREATE PROCEDURE  [unused].[spGetGrocSummary1] @storeID int, @startDate smalldatetime, @endDate smalldatetime  AS

spGetGrocSummary1|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGrocSummary1.sql|5|CREATE PROCEDURE  [unused].[spGetGrocSummary1] @storeID int, @startDate smalldatetime, @endDate smalldatetime  AS

spGetGrocSummary|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGrocSummary2.sql|5|CREATE PROCEDURE  [unused].[spGetGrocSummary2]  @storeID int, @startDate smalldatetime, @endDate smalldatetime  AS

spGetGrocSummary2|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetGrocSummary2.sql|5|CREATE PROCEDURE  [unused].[spGetGrocSummary2]  @storeID int, @startDate smalldatetime, @endDate smalldatetime  AS

spGetHFLInvoiceData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetHFLInvoiceData.sql|5|CREATE PROCEDURE [unused].[spGetHFLInvoiceData]  @storeID int, @fromDate smallDateTime, @toDate smalldatetime   AS

spGetItemRecord|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetItemRecord.sql|5|CREATE PROCEDURE  [unused].[spGetItemRecord]  

spGetLoadDataNBP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetLoadDataNBP.sql|5|CREATE PROCEDURE [unused].[spGetLoadDataNBP] @storeID int, @loadID int  AS

spGetloanAccountsData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetloanAccountsData.sql|5|CREATE PROCEDURE   [unused].[spGetloanAccountsData] @storeID int, @LoanID int  AS

spGetLogNBNP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetLogNBNP.sql|5|CREATE PROCEDURE [unused].[spGetLogNBNP] @storeID int, @dtStart smalldatetime, @dtEnd smalldatetime AS

spGetLotInvoiceData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetLotInvoiceData.sql|5|CREATE PROCEDURE [unused].[spGetLotInvoiceData] @storeID int, @fromDate smalldatetime, @toDate smalldatetime   AS

spGetLotInvoiceDate|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetLotInvoiceDate.sql|5|CREATE PROCEDURE [unused].[spGetLotInvoiceDate]  @storeID int  AS

spGetLotteryData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetLotteryData.sql|5|CREATE PROCEDURE [unused].[spGetLotteryData] @storeID int, @repDate smalldatetime  AS

spGetMO2Data|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetMO2Data.sql|5|CREATE PROCEDURE [unused].[spGetMO2Data] @storeID int  AS

spGetMOData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetMOData.sql|5|CREATE PROCEDURE [unused].[spGetMOData] @storeID int  AS

spGetMOInvoiceData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetMOInvoiceData.sql|5|CREATE PROCEDURE [unused].[spGetMOInvoiceData]  @storeID int, @fromDate smallDateTime, @toDate smalldatetime   AS

spGetMOInvoiceDate|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetMOInvoiceDate.sql|5|CREATE PROCEDURE [unused].[spGetMOInvoiceDate]  @storeID int  AS

spGetMT2InvoiceData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetMT2InvoiceData.sql|5|CREATE PROCEDURE [unused].[spGetMT2InvoiceData]  @storeID int, @fromDate smallDateTime, @toDate smalldatetime   AS

spGetMT2InvoiceDate|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetMT2InvoiceDate.sql|5|CREATE PROCEDURE [unused].[spGetMT2InvoiceDate]  @storeID int  AS

spGetMTInvoiceData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetMTInvoiceData.sql|6|CREATE PROCEDURE [unused].[spGetMTInvoiceData]  @storeID int, @fromDate smallDateTime, @toDate smalldatetime   AS

spGetMTInvoiceDate|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetMTInvoiceDate.sql|6|CREATE PROCEDURE [unused].[spGetMTInvoiceDate]  @storeID int  AS

spGetNBNPInvoiceDateInfo|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetNBNPInvoiceDateInfo.sql|5|CREATE PROCEDURE [unused].[spGetNBNPInvoiceDateInfo]  @storeID int  AS

spGetNonPrivateReportDateList|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetNonPrivateReportDateList.sql|5|CREATE PROCEDURE [unused].[spGetNonPrivateReportDateList]

spGetPhoneInvoiceData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetPhoneInvoiceData.sql|5|CREATE PROCEDURE [unused].[spGetPhoneInvoiceData]  @storeID int, @fromDate smallDateTime, @toDate smalldatetime   AS

spGetPhoneInvoiceDate|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetPhoneInvoiceDate.sql|5|CREATE PROCEDURE [unused].[spGetPhoneInvoiceDate]  @storeID int  AS

spGetPriorCostBP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetPriorCostBP.sql|5|CREATE PROCEDURE [unused].[spGetPriorCostBP] @storeID int  AS

spGetPriorCostNBP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetPriorCostNBP.sql|5|CREATE PROCEDURE [unused].[spGetPriorCostNBP] @storeID int  AS

SPGetProductCodeList|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGetProductCodeList.sql|5|CREATE PROCEDURE  [unused].[SPGetProductCodeList] 

spGetProfitBNP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetProfitBNP.sql|5|CREATE PROCEDURE [unused].[spGetProfitBNP] @storeID int  AS

spGetProfitNBNP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetProfitNBNP.sql|5|CREATE PROCEDURE [unused].[spGetProfitNBNP] @storeID int  AS

spGetProfitNBP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetProfitNBP.sql|5|CREATE PROCEDURE [unused].[spGetProfitNBP] @storeID int  AS

spGetPurchaseIDList|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetPurchaseIDList.sql|5|CREATE PROCEDURE [unused].[spGetPurchaseIDList] 

spGetPurchaseLogBP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetPurchaseLogBP.sql|5|CREATE PROCEDURE [unused].[spGetPurchaseLogBP] @storeID int, @dtStart smalldatetime, @dtEnd smalldatetime AS

spGetRCInvoiceData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetRCInvoiceData.sql|5|CREATE PROCEDURE [unused].[spGetRCInvoiceData]  @storeID int, @fromDate smalldatetime, @toDate smalldatetime   AS

spGetRCInvoiceDateInfo|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetRCInvoiceDateInfo.sql|5|CREATE PROCEDURE [unused].[spGetRCInvoiceDateInfo]  @storeID int  AS

spGetRepDt|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetRepDt.sql|5|CREATE PROCEDURE [unused].[spGetRepDt]  @storeID int  AS

spGetReportOpBal|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetReportOpBal.sql|5|CREATE PROCEDURE [unused].[spGetReportOpBal] @storeID int ,@dtStart smallDateTime AS

SPGetStoreControlPoints|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGetStoreControlPoints.sql|5|CREATE PROCEDURE   [unused].[SPGetStoreControlPoints]

spGetStoreList|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetStoreList.sql|5|create procedure [unused].[spGetStoreList]

SPGetStorePrimaryCreditCard|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGetStorePrimaryCreditCard.sql|5|CREATE PROCEDURE   [unused].[SPGetStorePrimaryCreditCard]

spGetStoreSettings|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetStoreSettings.sql|5|CREATE PROCEDURE [unused].[spGetStoreSettings] @storeID int AS

spGetSummaryBNP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetSummaryBNP.sql|5|CREATE PROCEDURE  [unused].[spGetSummaryBNP] @storeID int  AS

spGetSummaryBP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetSummaryBP.sql|5|CREATE PROCEDURE  [unused].[spGetSummaryBP] @storeID int  AS

spGetSummaryNBNP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetSummaryNBNP.sql|5|CREATE PROCEDURE  [unused].[spGetSummaryNBNP] @storeID int  AS

spGetSummaryNBP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetSummaryNBP.sql|5|CREATE PROCEDURE  [unused].[spGetSummaryNBP] @storeID int  AS

spGetTDSummaryBNP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetTDSummaryBNP.sql|5|CREATE PROCEDURE [unused].[spGetTDSummaryBNP]  @storeID int  AS

spGetTDSummaryBP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetTDSummaryBP.sql|5|CREATE PROCEDURE [unused].[spGetTDSummaryBP]  @storeID int  AS

spGetTDSummaryNBNP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetTDSummaryNBNP.sql|5|CREATE PROCEDURE [unused].[spGetTDSummaryNBNP]  @storeID int  AS

spGetTDSummaryNBP|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetTDSummaryNBP.sql|5|CREATE PROCEDURE [unused].[spGetTDSummaryNBP]  @storeID int  AS

spGetThisMonthDates|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetThisMonthDates.sql|5|CREATE PROCEDURE    [unused].[spGetThisMonthDates] @storeID int, @intMonth int, @intYear int  AS

spGetUnpaidAmount|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetUnpaidAmount.sql|5|CREATE PROCEDURE  [unused].[spGetUnpaidAmount]   @storeID int, @purchaseID int  AS

spGetUnPostedActivatedDeliveries|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetUnPostedActivatedDeliveries.sql|5|CREATE PROCEDURE  [unused].[spGetUnPostedActivatedDeliveries] 

spGetUnPostedActivatedDeliveryCount|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetUnPostedActivatedDeliveryCount.sql|5|CREATE PROCEDURE  [unused].[spGetUnPostedActivatedDeliveryCount] 

SPGetVendorCodeList|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGetVendorCodeList.sql|5|CREATE PROCEDURE [unused].[SPGetVendorCodeList] 

spGetVendorData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetVendorData.sql|5|CREATE PROCEDURE [unused].[spGetVendorData] @storeID int, @vendorID int AS

spGetVendorName|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGetVendorName.sql|5|CREATE procedure [unused].[spGetVendorName]

SPGridBankAccount|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGridBankAccount.sql|5|CREATE PROCEDURE   [unused].[SPGridBankAccount]	

spGridConfigureControlPoints|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGridConfigureControlPoints.sql|5|CREATE PROC [unused].[spGridConfigureControlPoints]

SPGridCustomerCreditAccount|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGridCustomerCreditAccount.sql|5|CREATE PROCEDURE  [unused].[SPGridCustomerCreditAccount]

SPGridLoanAccount|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGridLoanAccount.sql|5|CREATE PROCEDURE  [unused].[SPGridLoanAccount]

spGridLoanAccountByID|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGridLoanAccountByID.sql|5|CREATE PROC [unused].[spGridLoanAccountByID]

SPGridProfitWithDrawer|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPGridProfitWithDrawer.sql|5|CREATE PROCEDURE  [unused].[SPGridProfitWithDrawer]

spGridStoreLotteryGameByID|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGridStoreLotteryGameByID.sql|5|CREATE PROC [unused].[spGridStoreLotteryGameByID] 

spGroceryCigInventory|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGroceryCigInventory.sql|5|CREATE PROCEDURE  [unused].[spGroceryCigInventory] @storeID int, @startDate smalldatetime, @endDate smalldatetime  AS

spGroceryDetailsSummary|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGroceryDetailsSummary.sql|5|CREATE PROCEDURE  [unused].[spGroceryDetailsSummary]  @storeID int, @dtStart smalldatetime  AS

spGroceryProfitCategories|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGroceryProfitCategories.sql|5|CREATE PROCEDURE [unused].[spGroceryProfitCategories] @storeID int, @dtStart smalldatetime, @dtEnd smalldatetime  AS

spGroceryReport|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGroceryReport.sql|5|CREATE PROCEDURE  [unused].[spGroceryReport]  @storeID  int, @startDate smalldatetime, @endDate smalldatetime as 

spGrocerySysCountCalculate|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGrocerySysCountCalculate.sql|6|CREATE  PROCEDURE [unused].[spGrocerySysCountCalculate] 

spGroceryToDateSummary|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGroceryToDateSummary.sql|5|CREATE PROCEDURE [unused].[spGroceryToDateSummary] @storeID int  AS

spGrocProfitAdjustment|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spGrocProfitAdjustment.sql|5|CREATE  PROCEDURE  [unused].[spGrocProfitAdjustment]  @storeID int, @startDate smalldatetime, @endDate smalldatetime AS

spHFLProfitReport|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spHFLProfitReport.sql|5|CREATE PROCEDURE  [unused].[spHFLProfitReport]   @storeid int,@dtStart  smalldatetime,@dtEnd smalldatetime  AS

spJobberCashFlowData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spJobberCashFlowData.sql|5|CREATE PROCEDURE [unused].[spJobberCashFlowData]   @storeID int ,@startDate  smallDateTime, @endDate smalldatetime  AS

SPJobberProfitReport|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPJobberProfitReport.sql|5|CREATE PROCEDURE  [unused].[SPJobberProfitReport]  @storeID int, @dtStart  smalldatetime, @dtEnd smalldatetime  AS

SPLotteryGetDailyEntries|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPLotteryGetDailyEntries.sql|5|CREATE PROCEDURE  [unused].[SPLotteryGetDailyEntries]

SPLotteryGetUnEnteredGames|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPLotteryGetUnEnteredGames.sql|5|CREATE PROCEDURE  [unused].[SPLotteryGetUnEnteredGames]

SPLotteryShiftFindOpeningTicketNo|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPLotteryShiftFindOpeningTicketNo.sql|5|CREATE PROCEDURE  [unused].[SPLotteryShiftFindOpeningTicketNo]

spLotteryTicketAnalysis|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spLotteryTicketAnalysis.sql|5|CREATE PROCEDURE  [unused].[spLotteryTicketAnalysis]

spLotteryTicketDailySalesSetValues|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spLotteryTicketDailySalesSetValues.sql|5|CREATE  PROCEDURE [unused].[spLotteryTicketDailySalesSetValues] 

spMobileControlPointReportCount|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spMobileControlPointReportCount.sql|5|CREATE PROCEDURE  [unused].[spMobileControlPointReportCount]

spEWFMobileGetUserEntityListFromSessionID|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spMobileControlPointReportCount.sql|16|EXEC spEWFMobileGetUserEntityListFromSessionID @strStoreIDList OUT

spMobileGetAssignedControlPoints|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spMobileGetAssignedControlPoints.sql|5|CREATE PROCEDURE  [unused].[spMobileGetAssignedControlPoints]

spEWFMobileGetUserEntityListFromSessionID|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spMobileGetAssignedControlPoints.sql|12|EXEC spEWFMobileGetUserEntityListFromSessionID @strStoreIDList OUT

spMT2CashFlowData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spMT2CashFlowData.sql|5|CREATE PROCEDURE [unused].[spMT2CashFlowData]  @storeID int ,@startDate smalldatetime, @endDate smalldatetime as 

spMulitStoreFuelInventoryAtCostReport|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spMulitStoreFuelInventoryAtCostReport.sql|5|CREATE PROC [unused].[spMulitStoreFuelInventoryAtCostReport]

spNEDailyReportGetData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spNEDailyReportGetData.sql|5|CREATE PROCEDURE    [unused].[spNEDailyReportGetData] 

spNonBlendedNPG|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spNonBlendedNPG.sql|7|CREATE   PROCEDURE  [unused].[spNonBlendedNPG]  @storeID int, @reportDate smalldatetime AS

spNotificationRecipientsGetList|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spNotificationRecipientsGetList.sql|5|CREATE PROCEDURE [unused].[spNotificationRecipientsGetList]

spOtherIncomeCashSummary|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spOtherIncomeCashSummary.sql|5|CREATE PROCEDURE   [unused].[spOtherIncomeCashSummary]  @InStoreID int, @InStartDate smalldatetime, @InEndDate smalldatetime  AS

spOtherIncomeProfitData|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spOtherIncomeProfitData.sql|5|CREATE PROCEDURE [unused].[spOtherIncomeProfitData]  @storeID int, @startDate smalldatetime, @endDate smalldatetime   AS

spPayrollSummaryReport|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spPayrollSummaryReport.sql|5|CREATE PROCEDURE [unused].[spPayrollSummaryReport]

spRepCigOpeningInventory|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spRepCigOpeningInventory.sql|5|CREATE PROCEDURE  [unused].[spRepCigOpeningInventory] 

spReportGasInventoryAtCostOpening|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spReportGasInventoryAtCostOpening.sql|5|CREATE PROCEDURE [unused].[spReportGasInventoryAtCostOpening] 

SPReportGasMonitoring|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPReportGasMonitoring.sql|6|CREATE  PROCEDURE  [unused].[SPReportGasMonitoring]

spReportListDeliveriesByDate|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spReportListDeliveriesByDate.sql|5|CREATE PROCEDURE  [unused].[spReportListDeliveriesByDate] 

spReportLotteryInventory|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spReportLotteryInventory.sql|5|CREATE PROCEDURE  [unused].[spReportLotteryInventory]   

SPReportLotteryShiftDetail|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPReportLotteryShiftDetail.sql|5|CREATE PROCEDURE  [unused].[SPReportLotteryShiftDetail]

spReportStoreCurrentDates|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spReportStoreCurrentDates.sql|5|CREATE PROCEDURE  [unused].[spReportStoreCurrentDates] 

SPRepProductPurchaseLogDetail|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPRepProductPurchaseLogDetail.sql|5|CREATE PROCEDURE  [unused].[SPRepProductPurchaseLogDetail] 

SPRepProudctPurchaseSummary|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPRepProudctPurchaseSummary.sql|5|CREATE PROCEDURE [unused].[SPRepProudctPurchaseSummary] 

SPRepStoreCurrentBalances|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.SPRepStoreCurrentBalances.sql|5|CREATE PROCEDURE  [unused].[SPRepStoreCurrentBalances]

spResetLottery|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spResetLottery.sql|10|CREATE PROCEDURE [unused].[spResetLottery]

spRptAnalysisVendorProductReport|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spRptAnalysisVendorProductReport.sql|6|CREATE PROCEDURE   [unused].[spRptAnalysisVendorProductReport]

spRptAnalysisVendorProductReport|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spRptAnalysisVendorProductReportByCode.sql|6|CREATE PROCEDURE   [unused].[spRptAnalysisVendorProductReportByCode]

spRptAnalysisVendorProductReportByCode|C:\CSPData\Development\Rocket\DB\CStorePro\Stored Procedures\unused.spRptAnalysisVendorProductReportByCode.sql|6|CREATE PROCEDURE   [unused].[spRptAnalysisVendorProductReportByCode]

