StoredProcedure|Path|LineNumber|Line
spDALDailyTransactionUnknown|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBOItemAddNew.sql|45826|EXEC spDALDailyTransactionUnknown	 @isSuccessful OUT

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBOItemAddNewWeb.sql|4955|CREATE PROCEDURE [dbo].[spBOItemAddNewWeb]

spBOItemAddNewWeb|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBOItemAddNewWeb.sql|4956|CREATE PROCEDURE [dbo].[spBOItemAddNewWeb]

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spBOItemAddNewWeb.sql|30364|EXEC [pur].[spBLItemUpdate] @isSuccessful OUTPUT

spDALBankAccountByStore|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALBankAccountByStore.sql|1683|CREATE PROC [dbo].[spDALBankAccountByStore]

spDALBrandByID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALBrandByID.sql|1677|CREATE PROC [dbo].[spDALBrandByID]

spBLDBDailySales|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCategoryDailyEntryInsert.sql|48491|--EXEC spBLDBDailySales @isSuccessful OUT

spDALCigaretteReport|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCigaretteReport.sql|3468|CREATE PROCEDURE [dbo].[spDALCigaretteReport]

spDALCigaretteReport|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCigaretteReportWithPromo.sql|3508|CREATE PROCEDURE [dbo].[spDALCigaretteReportWithPromo]

spDALCigaretteReport|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCigaretteReportWithPromoCustom.sql|3517|CREATE PROCEDURE [dbo].[spDALCigaretteReportWithPromoCustom]

spDALCigaretteReportWithPromoCustom|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCigaretteReportWithPromoCustom.sql|3519|CREATE PROCEDURE [dbo].[spDALCigaretteReportWithPromoCustom]

spDALCigaretteReport|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCigaretteReportWithPromoRJR.sql|3458|CREATE PROCEDURE [dbo].[spDALCigaretteReportWithPromoRJR]

spDALCostChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCostChangesUpdate.sql|2056|CREATE proc [dbo].[spDALCostChangesUpdate]

spDALCPBGetStoreList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCPBGetStoreList.sql|3887|CREATE PROCEDURE [dbo].[spDALCPBGetStoreList]

spDALCPBGetStoreList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCPBGetStoreListFromCPBID.sql|1691|CREATE PROCEDURE [dbo].[spDALCPBGetStoreListFromCPBID]

spDALCPBGetStoreList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCPBGetStoreListFromCPBIDExcludingCPBStore.sql|1691|CREATE PROCEDURE [dbo].[spDALCPBGetStoreListFromCPBIDExcludingCPBStore]

spDALCPBMarkItemAsVerfied|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCPBMarkItemAsVerfied.sql|1707|CREATE PROCEDURE [dbo].[spDALCPBMarkItemAsVerfied]

spDALCPBStoreList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCPBStoreList.sql|3435|CREATE PROCEDURE [dbo].[spDALCPBStoreList]

spDALCPBStoreList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALCPBStoreListPriceGroup.sql|1694|CREATE PROCEDURE [dbo].[spDALCPBStoreListPriceGroup]

spDALDailyLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDailyLog.sql|1690|CREATE PROC [dbo].[spDALDailyLog]

spDALDailyLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDailyLogList.sql|2062|CREATE procedure [dbo].[spDALDailyLogList]

spDALDailyLogList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDailyLogList.sql|2063|CREATE procedure [dbo].[spDALDailyLogList]

spDALDailyTransactionUnknown|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDailyTransactionUnknown.sql|3525|CREATE PROCEDURE [dbo].[spDALDailyTransactionUnknown]

spDALErrorLogInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDailyTransactionUnknown.sql|39970|EXEC spDALErrorLogInsert @isErrorLogged	OUTPUT

spDALDBDailyHouseAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDBDailyHouseAccountLog.sql|3521|CREATE PROCEDURE [dbo].[spDALDBDailyHouseAccountLog]

spDALDBDailyHouseAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDBDailyHouseAccountLogInsert.sql|1707|CREATE PROCEDURE [dbo].[spDALDBDailyHouseAccountLogInsert]

spDALDBDailyPayInOutAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDBDailyPayInOutAccountLog.sql|3525|CREATE PROCEDURE [dbo].[spDALDBDailyPayInOutAccountLog]

spDALDBDailySalesFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDBDailySalesFind.sql|1707|CREATE PROCEDURE [dbo].[spDALDBDailySalesFind]

spDALDBDailySalesNewItemLogFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALDBDailySalesNewItemLogFind.sql|1710|CREATE PROCEDURE [dbo].[spDALDBDailySalesNewItemLogFind]

spDALErrorLogInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALErrorLogInsert.sql|3536|CREATE PROCEDURE [dbo].[spDALErrorLogInsert]

spBLAutoSyncGas|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGasDailyEntryInsert.sql|38012|EXECUTE [spBLAutoSyncGas]  @OutStatus		= @intStatus OUTPUT

spDALGasSalesByHour|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGasSalesByHour.sql|5373|CREATE PROCEDURE [dbo].[spDALGasSalesByHour] 

spDALGetGlobalTaxGroup|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGetGlobalTaxGroup.sql|2080|CREATE procedure [dbo].[spDALGetGlobalTaxGroup]

spDALGetMaxPendingChangeID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGetMaxPendingChangeID.sql|1715|CREATE PROCEDURE [dbo].[spDALGetMaxPendingChangeID]

spDALGetSalesData|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGetSalesData.sql|3539|CREATE PROCEDURE [dbo].[spDALGetSalesData]

spDALGlobalDeptByItemID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGlobalDeptByItemID.sql|1702|CREATE PROC [dbo].[spDALGlobalDeptByItemID]

spDALGlobalItemPriceGroupList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGlobalItemPriceGroupList.sql|3525|CREATE PROCEDURE [dbo].[spDALGlobalItemPriceGroupList] 

spDALGlobalItemTrusted|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGlobalItemTrusted.sql|3488|CREATE PROCEDURE [dbo].[spDALGlobalItemTrusted]

spDALGlobalPOSByDeptID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGlobalPOSByDeptID.sql|1720|CREATE PROC [dbo].[spDALGlobalPOSByDeptID]

spDALGlobalPosKeysList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGlobalPosKeysList.sql|3551|CREATE PROCEDURE [dbo].[spDALGlobalPosKeysList]

spDALGlobalPriceByID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGlobalPriceByID.sql|1722|CREATE PROC [dbo].[spDALGlobalPriceByID]

spDALGlobalTaxByID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGlobalTaxByID.sql|1713|CREATE PROC [dbo].[spDALGlobalTaxByID]

spDALGlobalTaxGroupList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGlobalTaxGroupList.sql|3523|CREATE PROCEDURE [dbo].[spDALGlobalTaxGroupList]

spDALGlobalUnverified|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGlobalUnverified.sql|1725|CREATE PROC [dbo].[spDALGlobalUnverified]

spDALGroceryCategoryDeleteNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGroceryCategoryDeleteNew.sql|4606|CREATE PROCEDURE [dbo].[spDALGroceryCategoryDeleteNew]

spDALGroceryCategoryFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGroceryCategoryFind.sql|3531|CREATE PROCEDURE [dbo].[spDALGroceryCategoryFind]

spDALGroceryCategoryUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGroceryCategoryUpdate.sql|3547|CREATE PROCEDURE [dbo].[spDALGroceryCategoryUpdate]

spDALGroceryCategoryUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGroceryCategoryUpdateNew.sql|4290|CREATE PROCEDURE [dbo].[spDALGroceryCategoryUpdateNew]

spDALGroceryPurchaseByID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALGroceryPurchaseByID.sql|1717|CREATE PROC [dbo].[spDALGroceryPurchaseByID]

spDALItemByMargin|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemByMargin.sql|3558|CREATE PROCEDURE [dbo].[spDALItemByMargin]

spDALItemGroupDeleteNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemGroupDeleteNew.sql|2097|CREATE procedure [dbo].[spDALItemGroupDeleteNew]

spDALItemGroupDetail|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemGroupDetail.sql|1696|CREATE PROC [dbo].[spDALItemGroupDetail]

spDALItemPriceGroupList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemPriceGroupList.sql|3558|CREATE PROCEDURE [dbo].[spDALItemPriceGroupList] 

spBLAutoSyncIndividualItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemSalesDailyEntryInsert.sql|63089|EXEC spBLAutoSyncIndividualItem @intTempStatus OUT

spDALItemSalesFromCPJR|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemSalesFromCPJR.sql|1729|CREATE PROCEDURE [dbo].[spDALItemSalesFromCPJR]

spINVIncrementForAllLinkedItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemSalesFromCPJR.sql|16047|EXEC	 [dbo].[spINVIncrementForAllLinkedItem]

spDALItemSalesLogSlow50|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemSalesLogSlow50.sql|3550|CREATE PROCEDURE [dbo].[spDALItemSalesLogSlow50]

spDALItemSalesLogTop50|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemSalesLogTop50.sql|3527|CREATE PROCEDURE [dbo].[spDALItemSalesLogTop50] 

spDALItemUpdatePriceGroup|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALItemUpdatePriceGroup.sql|2102|CREATE PROCEDURE [dbo].[spDALItemUpdatePriceGroup]

spDALLogRequestInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALLogRequestInsert.sql|2099|CREATE PROCEDURE [dbo].[spDALLogRequestInsert]

spDALMerchSalesCompare|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALMerchSalesCompare.sql|3930|CREATE PROCEDURE [dbo].[spDALMerchSalesCompare] 

spDALMobileDailySales|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALMobileDailySales.sql|1723|CREATE PROCEDURE [dbo].[spDALMobileDailySales]

spDALMonitoringStoreList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALMonitoringStoreList.sql|2472|CREATE PROC [dbo].[spDALMonitoringStoreList]  

spDALMonitoringStoreList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALMonitoringStoreListByStoreID.sql|2473|CREATE PROC [dbo].[spDALMonitoringStoreListByStoreID]  

spDALMultiStoreRptSales|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALMultiStoreRptSales.sql|5032|CREATE PROCEDURE [dbo].[spDALMultiStoreRptSales] 

spDALNACSCategory|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALNACSCategoryByID.sql|1497|CREATE PROC [dbo].[spDALNACSCategoryByID]

spDALNACSCategoryByID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALNACSCategoryByID.sql|1743|CREATE PROC [dbo].[spDALNACSCategoryByID]

spDALNACSCategory|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALNACSCategoryList.sql|1489|CREATE PROC [dbo].[spDALNACSCategoryList]

spDALNACSCategoryList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALNACSCategoryList.sql|1736|CREATE PROC [dbo].[spDALNACSCategoryList]

spDALNACSSubCategoryByID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALNACSSubCategoryByID.sql|1755|CREATE PROC [dbo].[spDALNACSSubCategoryByID]

spDALNACSSubCategoryList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALNACSSubCategoryList.sql|1762|CREATE PROC [dbo].[spDALNACSSubCategoryList]

spDALNACSubSCategory|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALNACSubSCategory.sql|3545|CREATE PROCEDURE [dbo].[spDALNACSubSCategory]

spDALPackItemByID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPackItemByID.sql|1748|CREATE PROC [dbo].[spDALPackItemByID]

spDALPendingPriceChangeIDFromItemID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPendingPriceChangeIDFromItemID.sql|1748|CREATE PROCEDURE [dbo].[spDALPendingPriceChangeIDFromItemID]

spDALPOSBrand|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPOSBrand.sql|1750|CREATE PROC [dbo].[spDALPOSBrand]

spDALPOSItemList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPOSItemList.sql|1751|CREATE PROC [dbo].[spDALPOSItemList]

spDALPOSItemToPURStore|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPOSItemToPURStore.sql|3582|CREATE PROCEDURE [dbo].[spDALPOSItemToPURStore]

spDALPOSKeyDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPOSKeyDelete.sql|3583|CREATE PROCEDURE [dbo].[spDALPOSKeyDelete]

spDALPOSNACSCategory|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPOSNACSCategory.sql|1738|CREATE PROC [dbo].[spDALPOSNACSCategory]

spDALPOSPriceChangeBatchLogError|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPOSPriceChangeBatchLogError.sql|1744|CREATE PROC [dbo].[spDALPOSPriceChangeBatchLogError] 

spDALPriceBatchList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPriceBatchList.sql|1759|CREATE PROC  [dbo].[spDALPriceBatchList]

spDALPriceChangeBatchList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPriceChangeBatchList.sql|2855|CREATE PROC [dbo].[spDALPriceChangeBatchList]

spDALPriceChangeBatchLogHistoryDetail|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPriceChangeBatchLogHistoryDetail.sql|1757|CREATE PROC [dbo].[spDALPriceChangeBatchLogHistoryDetail]

spDALPriceGrpListByStoreID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPriceGrpListByStoreID.sql|1759|CREATE PROC [dbo].[spDALPriceGrpListByStoreID]

SPDALProfitWithDrawerNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.SPDALProfitWithDrawerNew.sql|1760|CREATE PROC [dbo].[SPDALProfitWithDrawerNew]

spDALPromoComboListDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoComboListDelete.sql|3582|CREATE PROCEDURE [dbo].[spDALPromoComboListDelete]

spDALPromoComboListInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoComboListInsert.sql|3586|CREATE PROCEDURE [dbo].[spDALPromoComboListInsert]

spDALPromoComboListUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoComboListUpdate.sql|3593|CREATE PROCEDURE [dbo].[spDALPromoComboListUpdate]

spDALPromoDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoDelete.sql|3552|CREATE PROCEDURE [dbo].[spDALPromoDelete]

spDALPromoFindBatchByPromoID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoFindBatchByPromoID.sql|3595|CREATE PROCEDURE [dbo].[spDALPromoFindBatchByPromoID]

spDALPromoFindByPromoID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoFindByPromoID.sql|1732|CREATE PROCEDURE [dbo].[spDALPromoFindByPromoID] 

spDALPromoFindByPromotionID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoFindByPromotionID.sql|1762|CREATE PROCEDURE [dbo].[spDALPromoFindByPromotionID] 

spDALPromoFindByPromoType|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoFindByPromoType.sql|1751|CREATE PROCEDURE [dbo].[spDALPromoFindByPromoType] 

spDALPromoItemGroupDetail|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoItemGroupDetail.sql|1761|CREATE PROC [dbo].[spDALPromoItemGroupDetail]

spDALPromoItemListCreation|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoItemListCreation.sql|3610|CREATE PROCEDURE [dbo].[spDALPromoItemListCreation] 

spDALPromoListDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoListDelete.sql|3587|CREATE PROCEDURE [dbo].[spDALPromoListDelete] 

spDALPromoPendingChangeDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoPendingChangeDelete.sql|3599|CREATE PROCEDURE [dbo].[spDALPromoPendingChangeDelete]

spDALPromoPendingChangeInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoPendingChangeInsert.sql|3601|CREATE PROCEDURE [dbo].[spDALPromoPendingChangeInsert] 

spDALPromoPendingChangeInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoPendingChangeInsertByPromoID.sql|3586|CREATE PROCEDURE [dbo].[spDALPromoPendingChangeInsertByPromoID] 

spDALPromoRELPromoToListFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoRELPromoToListFind.sql|1774|CREATE PROCEDURE [dbo].[spDALPromoRELPromoToListFind]

spDALPromotionList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromotionList.sql|1773|CREATE PROC [dbo].[spDALPromotionList]

spDALPromotionList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromotionListByPromoID.sql|2130|CREATE Procedure [dbo].[spDALPromotionListByPromoID]

spDALPromotionListByPromoID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromotionListByPromoID.sql|2139|CREATE Procedure [dbo].[spDALPromotionListByPromoID]

spDALPromotionList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromotionListByStoreID.sql|1776|CREATE PROC [dbo].[spDALPromotionListByStoreID]

spDALPromotionList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromotionListFind.sql|2135|CREATE PROC [dbo].[spDALPromotionListFind]

spDALPromoTypeFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoTypeFind.sql|3597|CREATE PROCEDURE [dbo].[spDALPromoTypeFind]

spDALPromoTypeInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPromoTypeInsert.sql|3618|CREATE PROCEDURE [dbo].[spDALPromoTypeInsert] 

spDALPurchaseInvoiceRetailLogHistoryFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPurchaseInvoiceRetailLogHistoryFind.sql|3618|CREATE PROCEDURE [dbo].[spDALPurchaseInvoiceRetailLogHistoryFind]

spDALPurchasePackByID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPurchasePackByID.sql|1785|CREATE PROC [dbo].[spDALPurchasePackByID]

spDALPurchasePackByVendorID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPurchasePackByVendorID.sql|1774|CREATE PROC [dbo].[spDALPurchasePackByVendorID]

spDALPurchasePackUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPurchasePackUpdate.sql|1782|CREATE PROC [dbo].[spDALPurchasePackUpdate]

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPurchasePackUpdate.sql|35798|EXEC spBLItemUpdateCost @intStatus OUT

spDALPurchaseSearchCode|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPurchaseSearchCode.sql|3613|CREATE PROCEDURE [dbo].[spDALPurchaseSearchCode]

spDALPURInvoiceRetailingLogInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURInvoiceRetailingLogInsert.sql|3612|CREATE PROCEDURE [dbo].[spDALPURInvoiceRetailingLogInsert]

spDALPURItemGlobalInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURItemGlobalInsert.sql|3608|CREATE PROCEDURE [dbo].[spDALPURItemGlobalInsert]

spDALPURItemStoreFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURItemStoreFind.sql|3597|CREATE PROCEDURE [dbo].[spDALPURItemStoreFind]

spDALPURItemStoreFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURItemStoreFindBySaleItem.sql|3616|CREATE PROCEDURE [dbo].[spDALPURItemStoreFindBySaleItem]

spDALPURItemStoreFindBySaleItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURItemStoreFindBySaleItem.sql|3617|CREATE PROCEDURE [dbo].[spDALPURItemStoreFindBySaleItem]

spDALPURItemStoreFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURItemStoreFindDetail.sql|1801|CREATE PROC [dbo].[spDALPURItemStoreFindDetail]

spDALPURPurchaseItemPacks|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURPurchaseItemPacks.sql|1803|CREATE PROC [dbo].[spDALPURPurchaseItemPacks]

spDALPURSalesItems|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURSalesItems.sql|1789|CREATE PROC [dbo].[spDALPURSalesItems]

spDALPURStoreInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURStoreInsert.sql|3986|CREATE PROCEDURE [dbo].[spDALPURStoreInsert]

spBLVendorGlobalGetByStoreVendorID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURStoreInsert.sql|27167|EXEC spBLVendorGlobalGetByStoreVendorID

spBLPURGlobalAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURStoreInsert.sql|30412|EXEC spBLPURGlobalAddNew 

spDALPURtoPOSGlobalInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURtoPOSGlobalInsert.sql|2888|CREATE PROCEDURE [dbo].[spDALPURtoPOSGlobalInsert]

spDALPURtoPOSStoreInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURtoPOSStoreInsert.sql|2154|CREATE PROCEDURE [dbo].[spDALPURtoPOSStoreInsert]

spDALPURtoPOSGlobalInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURtoPOSStoreInsert.sql|15307|EXEC spDALPURtoPOSGlobalInsert

spDALPURtoPOSGlobalInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURtoPOSStoreInsert.sql|17503|-- NOTE:  No need to check if spDALPURtoPOSGlobalInsert becuase the we will insert into POStoPURStore 

spDALPURtoPOSGlobalInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURtoPOSStoreInsert.sql|18235|--print ' Executing global spDALPURtoPOSGlobalInsert Msg: '+@OutGblTblMessage

spDALPOSItemToPURStore|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURtoPOSStoreInsert.sql|31666|EXEC spDALPOSItemToPURStore @isSuccessful OUTPUT

spDALPURtoVendorGlobalInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURtoVendorGlobalInsert.sql|2519|CREATE PROCEDURE [dbo].[spDALPURtoVendorGlobalInsert]

spDALPURtoVendorStoreInActivate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURtoVendorStoreInActivate.sql|3585|CREATE PROCEDURE [dbo].[spDALPURtoVendorStoreInActivate]

spDALPURtoVendorStoreInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\dbo.spDALPURtoVendorStoreInsert.sql|2165|CREATE PROCEDURE [dbo].[spDALPURtoVendorStoreInsert]
